,FIT_400_001A_P.PV,FIT_400_002A_P.PV,Q_400_001A_P.PV,PT_200A_Tags.Q_RO_Feed_PV
1791,797.04,699.71,805.15,
1792,804.07,700.02,805.59,
1793,806.92,700.11,805.47,
1794,813.99,700.01,805.57,
1795,812.02,699.68,805.35,
1796,806.14,699.77,805.16,
1797,802.08,699.93,805.47,
1798,802.68,699.97,805.31,
1799,802.29,699.88,805.2,
1800,804.39,699.44,805.58,
1801,802.77,700.06,805.92,
1802,804.77,700.08,806.44,
1803,803.71,700.26,805.14,
1804,808.46,699.86,805.64,
1805,810.27,700.21,805.71,
1806,806.68,699.65,805.42,
1807,806.82,700.0,805.32,
1808,807.77,699.96,805.5,
1809,803.28,699.73,805.37,
1810,802.75,699.94,805.36,
1811,803.64,700.27,805.3,
1812,803.08,699.84,805.57,
1813,799.03,700.11,805.58,
1814,806.07,699.76,805.32,
1815,801.3,700.35,805.69,
1816,814.29,700.5,805.11,
1817,811.75,699.72,805.09,
1818,808.9,699.49,805.51,
1819,805.61,699.94,805.7,
1820,797.37,699.98,805.38,
1821,798.12,700.02,805.24,
1822,805.72,700.04,805.61,
1823,809.6,700.21,805.42,
1824,811.24,699.67,805.45,
1825,811.13,700.01,805.21,
1826,799.33,699.66,805.29,
1827,806.13,700.1,805.22,
1828,801.4,699.78,805.52,
1829,795.88,700.0,805.21,
1830,812.36,700.69,805.45,
1831,817.71,699.97,805.55,
1832,801.72,699.52,805.26,
1833,802.28,700.12,805.03,
1834,800.38,699.74,805.33,
1835,801.54,699.95,805.28,
1836,812.49,700.34,805.28,
1837,810.26,699.87,805.19,
1838,804.06,699.46,805.31,
1839,799.12,700.21,805.52,
1840,797.59,699.93,805.29,
1841,805.28,700.21,805.25,
1842,812.86,700.18,805.34,
1843,809.47,699.73,805.2,
1844,800.66,699.73,805.25,
1845,796.92,700.15,805.53,
1846,806.21,700.14,805.39,
1847,808.81,700.52,805.37,
1848,812.49,700.16,805.29,
1849,806.37,699.56,805.42,
1850,803.38,699.73,805.44,
1851,803.76,699.97,805.61,
1852,801.47,699.98,805.49,
1853,802.87,700.12,805.4,
1854,805.16,699.94,805.33,
1855,801.88,699.42,805.17,
1856,809.22,700.53,805.57,
1857,809.91,699.89,805.59,
1858,810.94,700.23,805.14,
1859,808.28,699.65,805.36,
1860,804.76,700.06,805.69,
1861,802.09,699.72,805.46,
1862,797.86,700.34,805.34,
1863,800.18,700.04,805.37,
1864,806.44,700.12,805.23,
1865,817.8,700.23,805.31,
1866,804.93,699.75,805.27,
1867,804.96,700.11,805.29,
1868,802.3,700.0,805.65,
1869,803.57,700.05,805.23,
1870,803.86,699.9,805.69,
1871,804.76,700.01,805.26,
1872,803.77,700.05,805.15,
1873,804.57,699.87,805.28,
1874,800.81,699.52,805.27,
1875,807.37,700.36,805.61,
1876,805.13,699.64,805.51,
1877,810.05,700.62,806.07,
1878,812.07,699.95,806.47,
1879,805.65,699.88,805.46,
1880,803.6,699.97,805.29,
1881,798.06,699.7,805.27,
1882,806.17,700.31,805.56,
1883,797.21,699.31,805.15,
1884,806.48,700.52,805.89,
1885,805.21,699.89,805.42,
1886,809.09,700.12,805.79,
1887,814.6,700.1,805.32,
1888,805.69,699.62,805.42,
1889,804.52,699.98,805.74,
1890,803.11,699.78,805.31,
1891,803.16,699.97,805.84,
1892,803.28,699.9,805.18,
1893,804.35,700.13,805.44,
1894,802.65,699.86,805.21,
1895,804.43,699.89,805.55,
1896,802.64,700.05,805.75,
1897,807.32,700.27,805.32,
1898,806.59,699.67,805.34,
1899,799.17,700.07,805.26,
1900,803.98,700.07,805.4,
1901,811.25,700.12,805.27,
1902,813.56,700.02,805.68,
1903,806.3,700.08,805.53,
1904,806.07,699.78,805.36,
1905,795.76,699.76,805.41,
1906,800.93,700.46,805.83,
1907,805.89,699.85,805.12,
1908,809.36,700.11,805.63,
1909,802.96,699.87,805.95,
1910,801.36,699.99,805.1,
1911,800.09,700.02,805.59,
1912,813.14,700.55,805.35,
1913,815.33,699.96,805.53,
1914,807.48,700.0,804.9,
1915,802.62,699.83,805.77,
1916,795.61,699.54,805.46,
1917,799.81,700.59,805.59,
1918,809.35,700.35,805.29,
1919,813.88,699.99,805.62,
1920,809.2,699.86,805.62,
1921,805.44,700.15,805.55,
1922,804.44,699.69,805.37,
1923,798.22,700.05,805.25,
1924,805.65,700.25,805.28,
1925,798.38,699.45,805.36,
1926,801.93,700.24,805.38,
1927,803.93,700.29,805.5,
1928,814.01,700.26,805.51,
1929,812.15,700.13,805.42,
1930,807.4,699.67,805.4,
1931,804.46,699.98,805.6,
1932,803.59,700.12,805.29,
1933,805.48,699.79,805.25,
1934,798.65,699.74,805.3,
1935,799.96,700.15,805.23,
1936,805.89,700.56,805.13,
1937,815.23,700.29,806.14,
1938,811.2,699.73,805.29,
1939,803.99,699.78,805.8,
1940,801.7,699.81,805.67,
1941,801.83,700.1,805.48,
1942,803.11,700.07,805.25,
1943,802.96,699.97,805.68,
1944,804.06,699.71,805.7,
1945,811.08,700.32,805.43,
1946,810.09,699.69,805.99,
1947,804.93,699.83,805.33,
1948,802.71,699.96,805.21,
1949,802.18,700.06,805.44,
1950,800.88,699.92,805.25,
1951,803.5,700.2,805.57,
1952,803.35,699.61,805.56,
1953,806.21,700.54,805.42,
1954,806.42,699.9,805.11,
1955,808.43,699.96,805.29,
1956,811.34,700.03,805.45,
1957,806.58,700.01,805.53,
1958,806.28,700.04,805.1,
1959,804.02,699.77,805.27,
1960,796.72,699.45,805.27,
1961,797.71,700.36,805.1,
1962,802.33,699.96,805.21,
1963,808.41,700.39,805.4,
1964,811.13,700.05,805.04,
1965,810.67,699.62,805.23,
1966,802.58,700.03,805.62,
1967,803.17,699.74,806.13,
1968,803.36,700.15,806.24,
1969,808.61,700.11,805.53,
1970,809.58,700.09,805.75,
1971,806.19,699.59,804.32,
1972,799.03,699.57,805.53,
1973,800.51,700.31,805.78,
1974,799.22,700.06,805.2,
1975,807.79,700.1,806.09,
1976,814.62,699.99,805.51,
1977,807.28,699.98,805.89,
1978,801.47,699.26,805.37,
1979,800.16,700.32,805.01,
1980,804.33,700.02,805.47,
1981,802.87,699.9,805.73,
1982,807.17,700.08,805.41,
1983,803.49,699.58,805.35,
1984,802.94,699.93,804.91,
1985,799.89,699.82,805.22,
1986,812.52,700.49,805.48,
1987,810.66,699.9,804.97,
1988,806.43,699.62,805.19,
1989,803.75,699.87,805.18,
1990,803.17,699.96,805.69,
1991,802.03,700.09,805.32,
1992,802.85,700.09,805.36,
1993,803.68,700.13,804.96,
1994,802.43,699.85,805.66,
1995,804.77,699.98,805.41,
1996,803.81,700.1,805.58,
1997,806.84,699.96,805.94,
1998,807.98,699.77,805.58,
1999,799.81,699.85,805.36,
2000,801.74,699.95,805.74,
2001,805.77,700.33,805.08,
2002,813.32,700.23,804.8,
2003,813.47,699.71,805.63,
2004,805.46,699.68,805.55,
2005,796.42,699.35,805.7,
2006,797.17,700.19,805.62,
2007,805.33,700.12,805.87,
2008,808.29,700.3,805.67,
2009,812.69,699.89,806.33,
2010,810.64,700.08,805.14,
2011,806.38,699.98,805.56,
2012,803.83,699.92,805.17,
2013,804.79,700.1,805.06,
2014,805.56,700.05,805.29,
2015,805.08,700.05,805.93,
2016,804.15,700.1,806.06,
2017,804.43,700.01,805.26,
2018,804.75,699.86,805.5,
2019,796.71,699.76,804.74,
2020,803.31,700.47,805.49,
2021,805.22,700.03,805.74,
2022,813.94,700.1,805.51,
2023,810.83,699.61,805.34,
2024,797.78,699.83,805.34,
2025,796.23,700.01,805.36,
2026,804.07,700.06,805.43,
2027,809.43,700.22,805.82,
2028,808.52,699.83,805.17,
2029,802.32,699.97,805.41,
2030,801.53,700.01,805.19,
2031,805.15,700.33,805.81,
2032,812.09,700.15,805.45,
2033,811.55,699.88,805.57,
2034,802.04,699.7,805.55,
2035,794.22,699.77,805.7,
2036,801.27,700.21,805.73,
2037,807.53,700.21,805.4,
2038,812.74,700.18,806.78,
2039,811.33,699.8,805.83,
2040,805.93,699.85,805.85,
2041,802.58,699.77,805.32,
2042,802.08,700.15,805.7,
2043,804.02,699.91,805.95,
2044,798.71,700.12,805.83,
2045,807.43,699.68,806.27,
2046,802.45,700.04,805.6,
2047,811.27,700.35,804.76,
2048,812.13,699.98,805.01,
2049,808.34,699.91,805.45,
2050,808.26,699.93,805.7,
2051,799.27,699.94,805.95,
2052,800.47,699.91,805.32,
2053,803.5,700.11,805.34,
2054,808.65,700.21,805.65,
2055,805.62,699.49,805.85,
2056,802.59,700.25,805.57,
2057,802.86,700.04,805.59,
2058,809.63,700.24,805.8,
2059,808.44,699.88,805.34,
2060,811.12,700.09,806.31,
2061,806.1,699.89,805.04,
2062,798.46,699.7,806.34,
2063,800.66,699.76,805.58,
2064,802.7,700.22,805.42,
2065,817.3,700.25,805.52,
2066,807.59,699.78,806.02,
2067,805.69,699.95,805.26,
2068,800.55,700.1,805.94,
2069,800.05,700.0,806.0,
2070,801.05,699.98,805.4,
2071,802.64,700.06,806.13,
2072,806.63,699.81,805.48,
2073,801.47,700.1,804.9,
2074,806.72,699.62,804.99,
2075,806.91,699.68,805.54,
2076,813.32,700.72,805.88,
2077,811.19,699.73,805.66,
2078,804.65,699.79,805.68,
2079,803.95,697.95,805.3,
2080,801.54,700.26,805.89,
2081,806.14,700.33,805.39,
2082,807.52,699.97,805.41,
2083,806.48,699.81,805.91,
2084,806.47,700.05,805.12,
2085,806.75,699.89,805.52,
2086,805.46,699.95,805.15,
2087,806.1,699.86,805.08,
2088,805.04,700.14,805.54,
2089,804.37,696.65,807.35,
2090,799.4,699.92,805.4,
2091,814.34,700.49,805.47,
2092,354.6,313.6,344.2,
2093,0.43,0.31,0.0,
2094,0.45,0.31,0.0,
2095,0.44,0.31,0.0,
2096,0.42,0.33,0.0,
2097,0.43,0.29,0.0,
2098,435.16,0.36,175.75,
2099,0.44,0.34,0.0,
2100,0.42,0.35,0.0,
2101,0.45,0.31,0.0,
2102,0.44,0.34,0.0,
2103,0.42,0.31,0.0,
2104,435.17,0.36,164.99,
2105,806.87,0.39,809.27,
2106,789.4,676.96,808.25,
2107,808.29,699.69,805.66,
2108,806.88,700.09,805.43,
2109,806.41,699.73,805.52,
2110,802.46,699.75,805.41,
2111,805.83,700.06,805.46,
2112,802.96,699.98,805.48,
2113,812.26,699.79,805.65,
2114,805.92,699.58,805.31,
2115,810.17,700.26,805.27,
2116,808.56,699.71,805.37,
2117,798.23,699.49,805.28,
2118,798.98,700.38,805.66,
2119,805.94,700.14,805.66,
2120,812.05,700.02,805.5,
2121,814.24,700.04,806.49,
2122,810.49,700.02,805.84,
2123,801.43,699.82,805.83,
2124,798.57,699.84,805.55,
2125,799.35,700.37,805.57,
2126,806.61,699.82,805.97,
2127,803.02,700.1,805.59,
2128,815.6,700.28,806.36,
2129,811.64,699.94,805.37,
2130,805.84,699.68,805.65,
2131,805.97,700.07,805.47,
2132,804.7,699.98,805.55,
2133,803.62,699.87,805.35,
2134,798.44,699.95,805.21,
2135,799.54,699.77,805.43,
2136,804.17,700.35,805.3,
2137,810.94,699.82,805.34,
2138,810.15,699.79,805.46,
2139,808.56,699.93,805.64,
2140,804.58,700.19,805.24,
2141,805.55,699.94,805.2,
2142,795.7,699.61,805.25,
2143,797.86,700.27,805.41,
2144,805.99,700.09,805.31,
2145,811.39,700.35,805.62,
2146,807.94,700.01,805.25,
2147,807.85,699.88,805.37,
2148,797.75,699.75,805.58,
2149,797.38,699.76,805.34,
2150,800.81,700.48,805.39,
2151,811.62,700.42,805.39,
2152,809.91,700.06,805.26,
2153,811.11,699.7,805.3,
2154,805.05,699.76,805.28,
2155,803.79,699.88,805.45,
2156,804.18,700.17,805.38,
2157,803.47,699.69,805.44,
2158,798.85,700.59,805.38,
2159,803.73,700.09,805.21,
2160,809.31,700.18,804.94,
2161,813.15,700.13,805.93,
2162,808.07,699.46,805.34,
2163,806.46,700.14,805.11,
2164,803.12,700.05,805.49,
2165,801.6,699.96,805.39,
2166,806.4,700.22,805.62,
2167,804.87,699.66,805.6,
2168,805.18,699.93,805.35,
2169,807.39,700.11,805.85,
2170,806.28,700.25,805.67,
2171,803.83,699.86,805.74,
2172,806.54,700.27,805.42,
2173,805.83,700.02,805.4,
2174,804.14,699.66,805.69,
2175,800.9,699.66,805.39,
2176,804.2,699.82,806.1,
2177,802.66,700.25,804.94,
2178,801.35,699.89,805.45,
2179,803.31,699.88,805.55,
2180,805.84,699.97,805.35,
2181,809.9,700.45,805.34,
2182,813.77,700.05,805.34,
2183,809.6,699.97,805.6,
2184,806.95,699.66,805.64,
2185,803.36,700.06,805.2,
2186,802.76,699.99,805.68,
2187,803.06,699.93,805.69,
2188,796.96,699.6,805.3,
2189,806.93,700.4,805.64,
2190,810.84,700.31,805.14,
2191,812.12,699.81,805.16,
2192,809.89,700.01,805.51,
2193,802.23,699.97,805.38,
2194,800.58,699.93,805.33,
2195,801.5,700.07,805.12,
2196,802.87,700.08,805.43,
2197,802.81,699.79,805.56,
2198,806.32,700.13,805.24,
2199,806.43,700.04,805.33,
2200,804.61,699.7,805.2,
2201,801.67,700.15,805.52,
2202,805.36,699.87,805.56,
2203,807.06,700.11,805.41,
2204,814.26,700.16,805.14,
2205,804.51,699.92,805.6,
2206,805.5,699.52,805.6,
2207,802.51,699.95,805.26,
2208,809.28,700.41,805.34,
2209,807.03,699.66,805.42,
2210,804.05,700.16,805.42,
2211,801.79,699.87,805.34,
2212,806.31,700.02,805.52,
2213,809.74,700.06,805.26,
2214,805.59,699.85,805.33,
2215,801.96,699.99,805.51,
2216,799.9,699.94,805.57,
2217,800.13,700.02,805.48,
2218,804.41,699.98,805.49,
2219,804.27,700.12,805.74,
2220,804.25,699.76,805.2,
2221,810.09,700.03,805.12,
2222,806.49,699.83,805.26,
2223,809.66,700.57,805.37,
2224,811.2,699.69,805.33,
2225,802.47,699.85,805.35,
2226,802.51,700.05,805.54,
2227,802.47,700.2,805.44,
2228,801.63,699.93,805.32,
2229,802.56,700.01,805.57,
2230,802.95,699.93,805.43,
2231,805.27,700.01,805.33,
2232,808.76,699.69,805.37,
2233,805.76,699.98,805.55,
2234,813.39,700.47,805.12,
2235,807.6,699.77,805.63,
2236,803.48,699.79,805.12,
2237,801.9,700.16,805.42,
2238,801.3,700.11,805.3,
2239,802.62,700.09,805.45,
2240,801.6,699.68,805.35,
2241,802.09,700.25,805.36,
2242,805.23,700.27,805.42,
2243,805.97,700.0,805.29,
2244,806.73,699.97,805.21,
2245,807.94,699.92,805.42,
2246,805.84,699.95,805.54,
2247,805.95,699.98,805.52,
2248,808.04,699.89,805.27,
2249,803.54,700.05,805.23,
2250,798.95,700.12,805.38,
2251,803.56,700.08,805.51,
2252,808.35,700.46,805.39,
2253,812.6,700.15,805.46,
2254,809.89,699.78,805.16,
2255,806.65,699.99,805.35,
2256,805.12,700.08,805.49,
2257,806.05,699.88,805.3,
2258,803.36,700.07,805.36,
2259,804.18,699.87,805.42,
2260,801.75,700.06,805.35,
2261,799.19,699.63,805.41,
2262,798.93,700.17,805.3,
2263,805.06,700.2,805.46,
2264,811.74,700.21,805.17,
2265,811.1,699.75,805.29,
2266,807.47,700.1,805.39,
2267,806.36,699.98,805.44,
2268,805.07,699.83,805.41,
2269,803.78,700.02,805.23,
2270,805.34,700.07,805.2,
2271,803.66,699.79,805.47,
2272,804.62,699.92,805.44,
2273,805.14,700.06,805.31,
2274,803.98,699.87,805.62,
2275,803.09,700.12,805.77,
2276,804.67,700.08,805.42,
2277,804.63,699.91,805.64,
2278,802.75,700.0,805.27,
2279,805.14,700.18,805.51,
2280,805.91,699.92,805.38,
2281,801.7,699.92,805.49,
2282,800.76,700.2,805.22,
2283,810.51,699.8,805.14,
2284,808.14,699.77,805.34,
2285,808.2,699.94,805.38,
2286,808.01,700.11,805.25,
2287,805.52,699.79,805.53,
2288,804.43,700.17,805.38,
2289,809.05,700.09,805.67,
2290,802.27,699.79,805.23,
2291,802.2,699.84,805.5,
2292,800.58,700.04,805.46,
2293,807.68,700.09,805.58,
2294,809.79,700.01,805.33,
2295,812.1,700.21,805.15,
2296,807.76,699.92,805.48,
2297,801.86,699.39,805.48,
2298,801.87,700.33,805.66,
2299,800.16,699.76,805.21,
2300,803.95,700.17,805.41,
2301,809.76,699.92,805.37,
2302,809.22,699.98,805.47,
2303,808.98,699.69,805.36,
2304,806.44,700.17,805.16,
2305,802.38,699.47,805.47,
2306,800.12,700.14,805.36,
2307,795.32,699.82,805.22,
2308,811.3,700.33,805.36,
2309,815.94,699.99,805.64,
2310,807.63,699.84,805.2,
2311,807.32,700.0,805.37,
2312,800.36,699.97,805.34,
2313,801.86,699.85,805.5,
2314,800.31,700.0,805.42,
2315,803.44,700.2,805.37,
2316,808.75,699.98,805.31,
2317,803.9,699.84,805.35,
2318,808.32,699.94,805.55,
2319,805.64,699.69,805.4,
2320,801.79,700.07,805.47,
2321,799.89,700.0,805.42,
2322,807.02,700.03,805.37,
2323,813.15,700.23,805.3,
2324,813.49,700.03,805.34,
2325,805.25,699.62,805.6,
2326,798.76,699.78,805.45,
2327,802.06,700.22,805.62,
2328,804.56,700.1,805.21,
2329,804.29,699.99,805.49,
2330,807.29,700.22,805.39,
2331,802.38,699.52,805.26,
2332,805.17,699.98,805.43,
2333,804.2,700.29,805.31,
2334,809.91,700.08,805.45,
2335,813.11,699.79,805.25,
2336,808.64,700.03,805.29,
2337,805.43,699.5,805.29,
2338,802.86,700.17,805.46,
2339,803.3,699.84,805.33,
2340,800.35,699.94,805.41,
2341,803.93,700.27,805.78,
2342,809.25,699.93,805.31,
2343,805.61,699.97,805.35,
2344,813.59,700.47,805.3,
2345,811.81,699.79,805.22,
2346,804.51,700.08,805.32,
2347,806.03,699.77,805.28,
2348,802.99,700.14,805.24,
2349,809.71,700.42,805.29,
2350,808.32,699.99,805.07,
2351,803.3,700.08,805.41,
2352,808.23,699.92,805.36,
2353,807.74,700.12,805.4,
2354,804.78,700.17,805.35,
2355,801.52,699.62,805.29,
2356,799.55,699.66,805.33,
2357,802.23,700.25,805.38,
2358,804.33,699.61,805.34,
2359,805.41,700.01,805.23,
2360,813.07,700.11,805.11,
2361,812.86,700.27,805.32,
2362,805.15,699.67,805.64,
2363,805.3,700.08,805.48,
2364,801.98,699.76,805.46,
2365,807.11,700.3,805.56,
2366,812.59,700.24,805.38,
2367,811.41,700.09,805.41,
2368,803.37,699.94,805.34,
2369,803.1,699.82,805.3,
2370,796.07,699.75,805.38,
2371,800.39,700.14,805.13,
2372,803.9,700.0,805.51,
2373,811.52,700.21,805.26,
2374,811.16,700.4,805.12,
2375,804.53,699.88,805.46,
2376,805.56,700.61,805.45,
2377,809.13,699.78,805.34,
2378,803.79,700.2,805.08,
2379,802.67,699.81,805.43,
2380,804.51,700.03,805.44,
2381,810.55,700.69,805.8,
2382,811.7,699.71,805.55,
2383,808.75,700.02,805.21,
2384,800.58,699.75,805.56,
2385,798.45,700.15,805.4,
2386,798.13,699.78,805.5,
2387,805.2,700.27,805.48,
2388,805.71,699.84,805.75,
2389,798.81,699.98,805.65,
2390,820.88,700.42,805.44,
2391,809.47,699.32,805.44,
2392,800.23,699.71,805.56,
2393,803.45,700.29,805.57,
2394,809.55,700.05,805.38,
2395,808.11,699.76,805.36,
2396,797.55,699.33,805.46,
2397,798.88,700.55,805.53,
2398,804.57,700.06,805.26,
2399,808.78,700.2,805.59,
2400,817.73,699.75,805.59,
2401,814.27,699.79,805.18,
2402,799.28,699.73,805.66,
2403,796.83,699.66,805.5,
2404,800.89,700.48,805.23,
2405,814.55,700.11,805.34,
2406,814.48,700.12,805.13,
2407,806.83,699.38,805.61,
2408,804.49,700.1,805.43,
2409,804.28,699.71,805.79,
2410,803.02,700.25,805.59,
2411,801.36,699.81,805.03,
2412,801.6,699.99,805.33,
2413,803.68,699.82,805.35,
2414,802.95,700.17,805.47,
2415,818.93,700.31,805.53,
2416,813.94,699.36,805.09,
2417,808.09,700.28,805.38,
2418,802.63,699.62,805.19,
2419,802.03,700.5,805.48,
2420,811.26,699.94,805.48,
2421,809.35,700.16,805.22,
2422,810.91,699.77,805.65,
2423,799.82,700.15,805.37,
2424,796.78,699.78,805.56,
2425,803.64,700.14,805.58,
2426,807.22,700.19,805.53,
2427,811.02,699.8,806.01,
2428,812.4,700.01,806.02,
2429,808.14,699.81,805.93,
2430,806.21,700.28,806.27,
2431,808.58,699.75,805.34,
2432,804.89,699.98,805.53,
2433,800.32,699.76,805.25,
2434,796.26,699.88,805.41,
2435,800.44,700.15,805.06,
2436,803.75,700.05,805.2,
2437,809.67,700.09,805.59,
2438,807.66,699.97,805.34,
2439,807.49,699.83,805.22,
2440,805.63,700.05,805.4,
2441,807.72,700.12,805.12,
2442,805.2,700.02,805.3,
2443,809.14,700.2,805.65,
2444,806.21,699.81,805.48,
2445,808.22,699.92,805.48,
2446,803.86,700.26,805.46,
2447,805.45,699.78,805.04,
2448,804.16,700.11,805.65,
2449,806.14,699.96,805.38,
2450,803.23,699.95,805.22,
2451,807.53,700.09,805.96,
2452,802.18,700.03,805.5,
2453,804.93,700.0,805.29,
2454,803.71,699.96,805.28,
2455,804.22,699.86,805.3,
2456,804.3,699.77,805.28,
2457,804.36,699.98,805.4,
2458,804.82,700.47,805.48,
2459,804.79,699.99,805.58,
2460,806.59,699.82,805.34,
2461,807.21,699.98,805.58,
2462,805.91,700.23,805.42,
2463,804.07,700.02,805.36,
2464,803.79,699.98,805.52,
2465,804.71,699.86,805.46,
2466,807.0,700.29,805.77,
2467,813.2,700.21,805.52,
2468,803.88,699.48,805.51,
2469,804.79,700.02,805.31,
2470,799.65,699.76,805.5,
2471,805.39,700.23,805.41,
2472,811.48,699.78,805.07,
2473,802.76,699.89,805.51,
2474,806.54,699.9,805.37,
2475,797.55,699.64,805.3,
2476,805.72,700.34,805.23,
2477,810.39,699.99,805.61,
2478,809.25,699.85,805.23,
2479,797.22,699.84,805.34,
2480,798.43,700.14,805.42,
2481,806.2,700.27,805.37,
2482,804.94,699.8,805.36,
2483,806.68,700.44,805.77,
2484,813.54,700.03,805.47,
2485,806.2,699.83,805.32,
2486,805.66,699.93,805.69,
2487,804.57,699.79,805.56,
2488,797.63,699.98,805.21,
2489,797.91,699.63,805.23,
2490,800.95,700.16,805.34,
2491,809.17,700.13,805.32,
2492,806.26,700.19,805.06,
2493,806.8,699.84,805.33,
2494,804.44,700.37,805.37,
2495,811.21,699.82,805.36,
2496,806.94,700.06,805.47,
2497,794.16,699.52,805.52,
2498,805.16,699.88,805.43,
2499,805.01,700.28,805.22,
2500,812.08,700.11,805.23,
2501,811.5,699.67,805.55,
2502,804.5,700.11,805.66,
2503,806.7,699.97,805.36,
2504,805.77,700.15,805.49,
2505,804.17,699.94,805.53,
2506,798.14,700.1,805.41,
2507,798.99,699.9,805.11,
2508,803.83,700.11,805.58,
2509,811.86,700.1,805.61,
2510,813.39,699.92,805.75,
2511,809.47,699.8,805.16,
2512,798.85,699.63,805.43,
2513,797.98,700.31,805.29,
2514,803.92,700.0,805.79,
2515,803.6,700.03,805.61,
2516,809.39,700.02,805.69,
2517,810.52,700.13,805.46,
2518,808.57,700.02,805.52,
2519,808.05,699.96,805.34,
2520,804.56,700.2,805.27,
2521,804.95,700.04,805.55,
2522,802.2,700.05,805.41,
2523,803.22,699.97,805.36,
2524,802.77,699.83,805.34,
2525,801.29,700.15,805.39,
2526,799.72,699.81,805.3,
2527,805.25,700.19,805.62,
2528,805.48,700.03,805.31,
2529,804.32,699.98,805.41,
2530,803.9,699.94,805.36,
2531,804.92,700.14,805.34,
2532,807.35,699.84,805.29,
2533,807.69,700.14,805.25,
2534,814.67,699.76,805.37,
2535,807.49,699.79,805.33,
2536,804.6,699.96,805.51,
2537,801.61,699.93,805.58,
2538,801.92,700.19,805.49,
2539,804.03,700.1,805.39,
2540,806.91,699.82,805.38,
2541,803.69,699.97,805.35,
2542,805.26,699.88,805.43,
2543,807.06,700.05,805.45,
2544,807.22,699.97,805.68,
2545,807.9,700.05,805.4,
2546,806.62,699.92,805.47,
2547,805.14,699.96,805.45,
2548,803.08,699.59,805.27,
2549,799.02,700.2,805.38,
2550,808.76,699.78,805.36,
2551,807.62,699.95,805.1,
2552,812.44,700.21,805.47,
2553,807.56,699.82,805.6,
2554,803.91,699.75,805.59,
2555,810.05,700.19,805.16,
2556,798.14,699.73,805.36,
2557,801.42,700.09,805.62,
2558,807.14,700.06,805.52,
2559,799.06,699.93,805.42,
2560,802.76,699.61,805.44,
2561,808.22,701.0,805.68,
2562,813.43,700.03,805.42,
2563,809.64,699.72,805.42,
2564,804.79,699.64,805.4,
2565,805.86,700.06,805.6,
2566,802.86,700.0,805.66,
2567,797.47,699.91,805.36,
2568,797.56,699.73,805.54,
2569,802.34,700.4,805.38,
2570,812.65,700.15,805.51,
2571,811.98,699.91,805.51,
2572,806.03,700.03,805.29,
2573,800.78,699.63,805.29,
2574,797.26,700.18,805.27,
2575,801.65,699.91,805.65,
2576,805.97,700.15,805.53,
2577,816.25,700.15,805.47,
2578,810.07,699.74,805.29,
2579,802.29,700.01,805.24,
2580,798.08,699.62,805.44,
2581,798.72,699.84,805.72,
2582,805.27,700.3,805.26,
2583,806.24,699.87,805.33,
2584,804.52,699.85,805.15,
2585,801.49,700.06,805.4,
2586,801.49,699.99,805.34,
2587,808.06,700.02,805.01,
2588,815.37,700.23,805.21,
2589,801.19,699.64,805.36,
2590,798.67,700.22,805.22,
2591,802.66,699.88,805.09,
2592,804.8,700.15,805.17,
2593,808.3,699.79,805.3,
2594,805.58,700.01,805.31,
2595,813.75,700.36,805.33,
2596,804.07,699.51,805.34,
2597,801.7,699.84,805.33,
2598,802.6,700.2,805.38,
2599,803.74,700.12,805.4,
2600,796.55,700.02,805.45,
2601,807.36,699.72,805.4,
2602,804.93,700.04,805.38,
2603,811.27,700.28,805.41,
2604,810.51,699.93,805.37,
2605,807.02,699.95,805.68,
2606,804.81,700.4,805.29,
2607,803.93,699.58,805.51,
2608,804.79,700.03,805.14,
2609,804.86,699.95,805.37,
2610,803.6,699.99,805.68,
2611,803.56,700.16,805.35,
2612,804.61,699.94,805.13,
2613,799.08,700.1,805.4,
2614,803.43,700.2,805.29,
2615,803.22,699.99,805.27,
2616,803.24,699.95,805.26,
2617,805.33,700.22,805.37,
2618,806.33,699.69,805.53,
2619,803.42,700.16,805.29,
2620,812.54,700.01,805.76,
2621,809.92,700.06,805.36,
2622,809.27,699.86,805.15,
2623,806.03,699.91,805.4,
2624,803.18,699.75,805.35,
2625,802.56,699.92,805.55,
2626,803.92,700.15,805.27,
2627,804.52,699.86,805.19,
2628,802.72,699.8,805.25,
2629,804.43,700.21,805.38,
2630,804.67,699.98,805.18,
2631,806.08,700.3,805.17,
2632,806.75,700.11,805.43,
2633,804.62,699.67,805.38,
2634,804.49,700.13,805.48,
2635,802.62,700.04,805.31,
2636,802.21,699.69,805.37,
2637,807.58,699.99,805.45,
2638,815.86,700.35,805.31,
2639,812.37,699.86,805.42,
2640,802.19,700.15,805.4,
2641,800.29,699.59,805.55,
2642,794.98,700.04,805.57,
2643,807.54,700.41,805.31,
2644,810.24,699.82,805.42,
2645,804.5,699.65,805.92,
2646,805.18,699.83,805.38,
2647,800.1,699.95,805.39,
2648,807.93,700.29,805.17,
2649,807.38,699.7,805.98,
2650,805.45,700.09,805.15,
2651,796.75,699.89,805.26,
2652,803.1,700.26,805.55,
2653,806.53,700.0,805.63,
2654,805.79,699.95,805.35,
2655,801.78,700.18,805.34,
2656,804.33,699.91,805.16,
2657,808.32,700.17,805.3,
2658,813.34,700.28,805.93,
2659,810.66,699.67,805.89,
2660,803.65,699.93,805.06,
