,"SUM(900, 1000)",FIT_400_001B_P.PV,FIT_400_002B_P.PV,Q_400_001B_P.PV
93,1504.83,804.98,699.55,805.28
94,1504.9299999999998,807.27,699.75,805.18
95,1504.4,805.33,699.22,805.18
96,1504.45,803.41,699.19,805.26
97,1506.18,805.76,700.72,805.46
98,1505.01,804.61,699.84,805.17
99,1506.01,807.4,700.37,805.64
100,1505.37,803.81,700.11,805.26
101,1506.21,807.52,701.0,805.21
102,1504.2800000000002,802.28,699.33,804.95
103,1505.51,809.36,700.13,805.38
104,1504.94,803.05,699.2,805.74
105,1504.95,804.39,699.63,805.32
106,1505.5,806.82,700.0,805.5
107,1505.73,805.68,699.84,805.89
108,1505.5,802.74,700.19,805.31
109,1505.72,805.45,700.09,805.63
110,1504.69,804.64,699.96,804.73
111,1505.15,805.52,700.01,805.14
112,1505.67,807.46,700.32,805.35
113,1505.5900000000001,806.18,700.22,805.37
114,1504.53,803.85,699.22,805.31
115,1505.58,805.29,700.16,805.42
116,1504.94,806.33,699.26,805.68
117,1505.1100000000001,800.54,699.33,805.78
118,1506.1399999999999,802.05,700.29,805.85
119,1505.22,803.83,700.09,805.13
120,1504.67,802.25,699.62,805.05
121,1505.46,798.87,699.83,805.63
122,1505.78,799.18,700.12,805.66
123,1504.54,796.03,699.59,804.95
124,1506.21,794.24,700.71,805.5
125,1505.3400000000001,790.64,699.95,805.39
126,1504.9,787.39,700.3,804.6
127,1505.1599999999999,783.51,700.18,804.98
128,1505.79,783.69,700.29,805.5
129,1504.56,781.27,699.37,805.19
130,1505.23,776.31,699.75,805.48
131,1505.49,772.89,699.73,805.76
132,1505.5900000000001,776.31,699.95,805.64
133,1504.05,768.79,699.03,805.02
134,1504.78,765.76,699.98,804.8
135,1505.9099999999999,768.73,700.31,805.6
136,1504.08,762.11,698.77,805.31
137,1504.0900000000001,758.86,699.36,804.73
138,1505.53,757.62,700.13,805.4
139,1504.83,756.46,699.62,805.21
140,1504.72,753.07,699.62,805.1
141,1505.1,751.29,699.47,805.63
142,1505.95,749.0,700.19,805.76
143,1505.08,752.3,700.14,804.94
144,1505.62,748.7,700.37,805.25
145,1505.3200000000002,747.71,699.95,805.37
146,1503.77,746.17,698.27,805.5
147,1297.71,770.72,502.16,795.55
148,1100.52,440.48,699.93,400.59
149,1505.29,804.89,699.93,805.36
150,1505.29,804.89,699.93,805.36
151,1505.29,804.89,699.93,805.36
152,1505.29,804.89,699.93,805.36
153,1505.29,804.89,699.93,805.36
154,1505.29,804.89,699.93,805.36
155,1505.29,804.89,699.93,805.36
156,1505.29,804.89,699.93,805.36
157,1505.29,804.89,699.93,805.36
158,1505.29,804.89,699.93,805.36
159,1505.29,804.89,699.93,805.36
160,1505.29,804.89,699.93,805.36
161,1505.29,804.89,699.93,805.36
162,1505.29,804.89,699.93,805.36
163,1505.29,804.89,699.93,805.36
164,1505.29,804.89,699.93,805.36
165,1505.29,804.89,699.93,805.36
166,1505.29,804.89,699.93,805.36
167,1505.29,804.89,699.93,805.36
168,1505.29,804.89,699.93,805.36
169,1505.29,804.89,699.93,805.36
170,1505.29,804.89,699.93,805.36
171,1505.29,804.89,699.93,805.36
172,1505.29,804.89,699.93,805.36
173,1505.29,804.89,699.93,805.36
174,1505.29,804.89,699.93,805.36
175,1505.29,804.89,699.93,805.36
176,1505.29,804.89,699.93,805.36
177,1505.29,804.89,699.93,805.36
178,1505.29,804.89,699.93,805.36
179,1505.29,804.89,699.93,805.36
180,1505.29,804.89,699.93,805.36
181,1505.29,804.89,699.93,805.36
182,1505.29,804.89,699.93,805.36
183,1505.29,804.89,699.93,805.36
184,1505.29,804.89,699.93,805.36
185,1505.29,804.89,699.93,805.36
186,1505.29,804.89,699.93,805.36
187,1505.29,804.89,699.93,805.36
188,1505.29,804.89,699.93,805.36
189,1505.29,804.89,699.93,805.36
190,1505.29,804.89,699.93,805.36
191,1505.29,804.89,699.93,805.36
192,1505.29,804.89,699.93,805.36
193,1505.29,804.89,699.93,805.36
194,1505.29,804.89,699.93,805.36
195,1505.29,804.89,699.93,805.36
196,1505.29,804.89,699.93,805.36
197,1505.29,804.89,699.93,805.36
198,1505.29,804.89,699.93,805.36
199,1505.29,804.89,699.93,805.36
200,1505.29,804.89,699.93,805.36
201,1505.29,804.89,699.93,805.36
202,1505.29,804.89,699.93,805.36
203,1505.29,804.89,699.93,805.36
204,1505.29,804.89,699.93,805.36
205,1505.29,804.89,699.93,805.36
206,1505.29,804.89,699.93,805.36
207,1505.29,804.89,699.93,805.36
208,1505.29,804.89,699.93,805.36
209,1505.29,804.89,699.93,805.36
210,1505.29,804.89,699.93,805.36
211,1505.29,804.89,699.93,805.36
212,1505.29,804.89,699.93,805.36
213,1505.29,804.89,699.93,805.36
214,1505.29,804.89,699.93,805.36
215,1505.29,804.89,699.93,805.36
216,1505.29,804.89,699.93,805.36
217,1505.29,804.89,699.93,805.36
218,1505.29,804.89,699.93,805.36
219,1505.29,804.89,699.93,805.36
220,1505.29,804.89,699.93,805.36
221,1505.29,804.89,699.93,805.36
222,1505.29,804.89,699.93,805.36
223,1505.29,804.89,699.93,805.36
224,1505.29,804.89,699.93,805.36
225,1505.29,804.89,699.93,805.36
226,1505.29,804.89,699.93,805.36
227,1505.29,804.89,699.93,805.36
228,1505.29,804.89,699.93,805.36
229,1505.29,804.89,699.93,805.36
230,1505.29,804.89,699.93,805.36
231,1505.29,804.89,699.93,805.36
232,1505.29,804.89,699.93,805.36
233,1505.29,804.89,699.93,805.36
234,1505.29,804.89,699.93,805.36
235,1505.29,804.89,699.93,805.36
236,1505.29,804.89,699.93,805.36
237,1505.29,804.89,699.93,805.36
238,1505.29,804.89,699.93,805.36
239,1505.29,804.89,699.93,805.36
240,1505.29,804.89,699.93,805.36
241,1505.29,804.89,699.93,805.36
242,1505.29,804.89,699.93,805.36
243,1505.29,804.89,699.93,805.36
244,1505.29,804.89,699.93,805.36
245,1505.29,804.89,699.93,805.36
246,1505.29,804.89,699.93,805.36
247,1505.29,804.89,699.93,805.36
248,1505.29,804.89,699.93,805.36
249,1505.29,804.89,699.93,805.36
250,1505.29,804.89,699.93,805.36
251,1505.29,804.89,699.93,805.36
252,1505.29,804.89,699.93,805.36
253,1505.29,804.89,699.93,805.36
254,1505.29,804.89,699.93,805.36
255,1505.29,804.89,699.93,805.36
256,1505.29,804.89,699.93,805.36
257,1505.29,804.89,699.93,805.36
258,1505.29,804.89,699.93,805.36
259,1505.29,804.89,699.93,805.36
260,1505.29,804.89,699.93,805.36
261,1505.29,804.89,699.93,805.36
262,1505.29,804.89,699.93,805.36
263,1505.29,804.89,699.93,805.36
264,1505.29,804.89,699.93,805.36
265,1505.29,804.89,699.93,805.36
266,1505.29,804.89,699.93,805.36
267,1505.29,804.89,699.93,805.36
268,1505.29,804.89,699.93,805.36
269,1505.29,804.89,699.93,805.36
270,1505.29,804.89,699.93,805.36
271,1505.29,804.89,699.93,805.36
272,1505.29,804.89,699.93,805.36
273,1505.29,804.89,699.93,805.36
274,1505.29,804.89,699.93,805.36
275,1505.29,804.89,699.93,805.36
276,1505.29,804.89,699.93,805.36
277,1505.29,804.89,699.93,805.36
278,1505.29,804.89,699.93,805.36
279,1505.29,804.89,699.93,805.36
280,1505.29,804.89,699.93,805.36
281,1505.29,804.89,699.93,805.36
282,1505.29,804.89,699.93,805.36
283,1505.29,804.89,699.93,805.36
284,1505.29,804.89,699.93,805.36
285,1505.29,804.89,699.93,805.36
286,1505.29,804.89,699.93,805.36
287,1505.29,804.89,699.93,805.36
288,1505.29,804.89,699.93,805.36
289,1505.29,804.89,699.93,805.36
290,1063.04,668.59,699.93,363.11
291,1507.8899999999999,796.67,699.93,807.96
292,1391.98,806.96,576.25,815.73
293,1502.42,806.64,698.18,804.24
294,1505.31,804.45,699.79,805.52
295,1505.79,812.33,700.09,805.7
296,1503.96,808.01,698.97,804.99
297,1503.74,808.95,699.58,804.16
298,1083.1100000000001,589.15,509.5,573.61
299,1505.29,804.89,699.93,805.36
300,1505.29,804.89,699.93,805.36
301,1505.29,804.89,699.93,805.36
302,1505.29,804.89,699.93,805.36
303,1505.29,804.89,699.93,805.36
304,1505.29,804.89,699.93,805.36
305,1505.29,804.89,699.93,805.36
306,1505.29,804.89,699.93,805.36
307,1505.29,804.89,699.93,805.36
308,1505.29,804.89,699.93,805.36
309,1505.29,804.89,699.93,805.36
310,1505.29,804.89,699.93,805.36
311,1505.29,804.89,699.93,805.36
312,1505.29,804.89,699.93,805.36
313,1505.29,804.89,699.93,805.36
314,1505.29,804.89,699.93,805.36
315,1505.29,804.89,699.93,805.36
316,1505.29,804.89,699.93,805.36
317,1505.29,804.89,699.93,805.36
318,1505.29,804.89,699.93,805.36
319,1505.29,804.89,699.93,805.36
320,1505.29,804.89,699.93,805.36
321,1505.29,804.89,699.93,805.36
322,1505.29,804.89,699.93,805.36
323,1505.29,804.89,699.93,805.36
324,1505.29,804.89,699.93,805.36
325,1505.29,804.89,699.93,805.36
326,1505.29,804.89,699.93,805.36
327,1505.29,804.89,699.93,805.36
328,1103.94,717.78,699.93,404.01
329,1512.92,813.58,699.93,812.99
330,1495.41,799.84,686.94,808.47
331,1504.3899999999999,803.36,699.58,804.81
332,1505.25,803.96,700.3,804.95
333,1505.37,808.03,699.96,805.41
334,1506.04,808.28,700.54,805.5
335,1505.37,809.67,700.1,805.27
336,1505.29,806.84,700.14,805.15
337,1504.26,807.46,699.67,804.59
338,1505.33,807.38,700.48,804.85
339,1506.43,809.22,699.83,806.6
340,1506.0,811.72,700.41,805.59
341,1504.94,812.11,699.88,805.06
342,1505.42,811.66,699.97,805.45
343,1505.8600000000001,811.94,700.44,805.42
344,1505.3,812.09,699.93,805.37
345,1505.64,811.74,700.32,805.32
346,1505.37,812.05,700.42,804.95
347,1504.77,811.65,699.49,805.28
348,1505.74,812.07,700.15,805.59
349,1505.31,811.15,699.55,805.76
350,1505.21,811.74,699.53,805.68
351,1505.33,811.63,699.98,805.35
352,1504.47,811.76,699.63,804.84
353,1505.4,809.43,700.01,805.39
354,1505.31,811.72,700.46,804.85
355,1505.44,811.93,700.32,805.12
356,1505.5900000000001,812.38,699.98,805.61
357,1504.8600000000001,811.65,699.12,805.74
358,1505.67,812.28,700.3,805.37
359,1504.65,809.3,699.76,804.89
360,1505.6100000000001,811.96,700.15,805.46
361,1505.72,811.85,700.07,805.65
362,1505.19,811.78,699.73,805.46
363,1505.53,811.73,699.99,805.54
364,1505.28,811.99,699.93,805.35
365,1505.58,813.81,700.18,805.4
366,1505.3400000000001,816.97,700.22,805.12
367,1505.21,815.53,699.6,805.61
368,1505.45,811.31,700.09,805.36
369,1505.74,817.5,700.13,805.61
370,1505.5300000000002,816.88,700.21,805.32
371,1505.78,821.66,700.73,805.05
372,1504.72,820.51,699.48,805.24
373,1504.68,818.21,699.61,805.07
374,1505.1599999999999,812.7,699.88,805.28
375,1504.73,815.32,699.41,805.32
376,1506.02,816.7,700.32,805.7
377,1505.24,821.41,700.04,805.2
378,1505.02,819.24,699.54,805.48
379,1505.78,818.97,700.05,805.73
380,1505.08,818.37,699.59,805.49
381,1504.66,817.03,699.58,805.08
382,1505.25,816.42,700.04,805.21
383,1506.21,818.32,700.74,805.47
384,1505.62,817.82,700.06,805.56
385,1504.62,817.67,700.13,804.49
386,1505.3,818.77,700.27,805.03
387,1504.8000000000002,817.51,699.58,805.22
388,1505.6999999999998,817.69,700.05,805.65
389,1505.76,817.75,700.39,805.37
390,1505.35,815.54,699.69,805.66
391,1505.77,816.17,700.55,805.22
392,1506.19,815.43,700.64,805.55
393,1505.85,819.4,700.32,805.53
394,1505.4299999999998,816.08,700.15,805.28
395,1505.9499999999998,815.09,700.39,805.56
396,1505.7,815.28,700.33,805.37
397,1505.44,815.22,699.87,805.57
398,1505.03,815.14,699.85,805.18
399,1505.32,814.39,700.27,805.05
400,1505.86,814.87,700.05,805.81
401,1505.3400000000001,818.64,700.34,805.0
402,1504.6999999999998,818.3,699.56,805.14
403,1505.3600000000001,816.92,699.99,805.37
404,1505.73,817.98,700.3,805.43
405,1506.02,817.49,700.23,805.79
406,1504.78,818.37,699.47,805.31
407,1505.1399999999999,817.31,699.9,805.24
408,1505.65,816.14,699.89,805.76
409,1505.3,817.04,699.68,805.62
410,1504.92,814.78,699.6,805.32
411,1505.3200000000002,813.26,699.82,805.5
412,1505.47,813.77,700.23,805.24
413,1506.15,817.48,700.04,806.11
414,1505.5700000000002,819.05,700.12,805.45
415,1504.9,816.3,699.65,805.25
416,1505.62,817.64,700.35,805.27
417,1505.06,816.19,699.42,805.64
418,1505.12,817.5,699.76,805.36
419,1505.05,816.51,699.81,805.24
420,1505.27,816.79,700.23,805.04
421,1504.85,816.66,699.35,805.5
422,1505.0900000000001,816.3,700.09,805.0
423,1505.42,815.41,699.97,805.45
424,1505.62,815.28,700.5,805.12
425,1505.65,815.64,699.9,805.75
426,1505.15,816.91,699.93,805.22
427,1505.93,814.94,700.6,805.33
428,1504.87,818.02,699.65,805.22
429,1505.9,817.75,700.47,805.43
430,1505.45,816.67,700.23,805.22
431,1504.85,817.78,699.46,805.39
432,1505.46,815.56,699.8,805.66
433,1505.1,818.43,699.85,805.25
434,1504.9,815.43,699.77,805.13
435,1505.3899999999999,819.2,700.08,805.31
436,1505.3000000000002,815.88,700.1,805.2
437,1505.37,818.67,700.61,804.76
438,1506.0,814.25,700.35,805.65
439,1506.15,819.46,700.66,805.49
440,1278.96,818.19,592.45,686.51
441,1067.19,814.84,467.44,599.75
442,1066.32,815.93,466.52,599.8
443,1066.72,816.24,466.8,599.92
444,1067.1399999999999,815.74,466.75,600.39
445,1067.2,817.71,466.96,600.24
446,1067.65,818.09,466.85,600.8
447,1066.49,817.26,466.75,599.74
448,1384.69,817.27,615.84,768.85
449,1505.63,818.21,700.58,805.05
450,1505.26,818.78,699.76,805.5
451,1504.78,816.42,699.91,804.87
452,1505.23,817.25,700.07,805.16
453,1505.65,816.85,700.07,805.58
454,1505.27,817.35,699.85,805.42
455,1504.79,816.61,699.72,805.07
456,1505.46,816.81,699.77,805.69
457,1505.49,816.48,700.27,805.22
458,1505.99,817.16,700.14,805.85
459,1505.32,815.45,699.76,805.56
460,1505.21,816.62,699.94,805.27
461,1505.0900000000001,815.61,699.97,805.12
462,1505.7,816.27,700.09,805.61
463,1504.77,815.68,699.69,805.08
464,1505.48,815.89,700.15,805.33
465,1505.23,816.34,699.73,805.5
466,1504.88,814.97,699.65,805.23
467,1505.81,816.64,700.33,805.48
468,1505.13,814.6,699.73,805.4
469,1505.3400000000001,816.81,699.87,805.47
470,1505.5700000000002,815.73,699.6,805.97
471,1505.59,815.75,700.29,805.3
472,1504.52,815.32,699.24,805.28
473,1505.21,816.44,699.79,805.42
474,1505.97,816.46,700.45,805.52
475,1505.43,813.41,700.35,805.08
476,1504.7800000000002,814.47,699.83,804.95
477,1505.5100000000002,815.72,700.32,805.19
478,1505.62,817.73,700.16,805.46
479,1504.62,814.92,699.22,805.4
480,1505.3400000000001,816.71,700.39,804.95
481,1505.74,818.17,700.24,805.5
482,1505.53,817.74,700.02,805.51
483,1504.67,816.75,699.1,805.57
484,1505.56,816.92,700.15,805.41
485,1505.29,818.83,699.81,805.48
486,1505.31,817.88,699.98,805.33
487,1504.7800000000002,817.33,700.08,804.7
488,1506.15,816.51,700.51,805.64
489,1505.04,815.65,699.83,805.21
490,1505.74,817.58,700.08,805.66
491,1505.4099999999999,817.05,700.13,805.28
492,1505.5900000000001,816.62,700.2,805.39
493,1505.58,817.28,700.29,805.29
494,1505.06,815.58,699.4,805.66
495,1505.19,816.94,699.94,805.25
496,1505.73,815.48,700.44,805.29
497,1505.06,816.98,699.8,805.26
498,1505.04,815.96,699.85,805.19
499,1504.81,817.23,699.37,805.44
500,1505.22,816.91,700.01,805.21
501,1505.55,817.21,700.4,805.15
502,1504.94,815.87,700.27,804.67
503,1504.4,817.07,699.61,804.79
504,1505.6599999999999,816.62,699.9,805.76
505,1505.51,817.51,699.75,805.76
506,1504.88,818.93,699.4,805.48
507,1506.67,815.68,700.53,806.14
508,1504.52,815.33,699.77,804.75
509,1505.1399999999999,816.09,700.18,804.96
510,1506.05,816.37,700.75,805.3
511,1505.5700000000002,815.51,700.2,805.37
512,1506.1999999999998,815.19,700.55,805.65
513,1505.68,817.35,700.34,805.34
514,1504.58,814.66,699.64,804.94
515,1504.96,814.01,699.78,805.18
516,1506.3600000000001,815.63,700.91,805.45
517,1505.67,815.24,699.95,805.72
518,1504.08,815.44,699.06,805.02
519,1505.52,816.17,699.88,805.64
520,1505.65,812.46,700.22,805.43
521,1505.88,813.82,700.47,805.41
522,1505.08,814.89,700.28,804.8
523,1505.28,815.63,699.66,805.62
524,1505.0700000000002,814.8,699.85,805.22
525,1505.19,815.3,699.78,805.41
526,1506.02,815.26,700.43,805.59
527,1505.08,815.16,700.03,805.05
528,1505.49,814.16,700.03,805.46
529,1505.08,815.94,700.03,805.05
530,1506.01,815.31,700.28,805.73
531,1505.3,814.91,700.25,805.05
532,1504.48,815.41,699.09,805.39
533,1505.8,816.26,700.55,805.25
534,1505.05,815.62,700.06,804.99
535,1506.1599999999999,814.46,700.61,805.55
536,1505.56,816.31,699.93,805.63
537,1505.0,815.75,699.93,805.07
538,1505.45,815.86,700.25,805.2
539,1505.15,815.63,699.68,805.47
540,1504.59,812.81,699.3,805.29
541,1505.44,814.9,699.9,805.54
542,1504.83,816.27,699.26,805.57
543,1504.96,815.92,699.68,805.28
544,1505.46,815.01,700.29,805.17
545,1504.42,814.43,699.21,805.21
546,1504.85,815.83,699.93,804.92
547,1504.9699999999998,815.11,699.55,805.42
548,1505.56,813.61,699.92,805.64
549,1505.71,814.28,700.59,805.12
550,1505.54,816.82,699.95,805.59
551,1504.77,815.6,699.69,805.08
552,1505.51,814.58,700.04,805.47
553,1505.05,814.45,699.43,805.62
554,1505.1100000000001,816.08,699.65,805.46
555,1504.7800000000002,816.27,699.33,805.45
556,1504.9299999999998,813.55,699.68,805.25
557,1505.69,815.63,700.13,805.56
558,1504.92,815.01,699.34,805.58
559,1505.1599999999999,813.97,699.8,805.36
560,1505.4,814.94,700.17,805.23
561,1505.4699999999998,815.2,700.16,805.31
562,1504.42,813.78,699.47,804.95
563,1504.79,814.54,699.29,805.5
564,1504.8400000000001,814.84,699.97,804.87
565,1505.6399999999999,815.18,700.14,805.5
566,1505.9,815.55,700.24,805.66
567,1505.52,815.02,700.13,805.39
568,1505.2,814.15,699.75,805.45
569,1505.02,813.54,699.73,805.29
570,1504.99,813.02,699.41,805.58
571,1505.24,813.96,699.95,805.29
572,1505.04,811.78,699.8,805.24
573,1505.45,811.43,699.84,805.61
574,1505.6,809.69,700.02,805.58
575,1505.19,807.89,699.74,805.45
576,1504.93,805.79,699.47,805.46
577,1505.76,805.25,700.15,805.61
578,1505.29,804.97,699.96,805.33
579,1505.6,802.96,700.11,805.49
580,1504.6799999999998,803.69,699.38,805.3
581,1505.47,801.73,699.95,805.52
582,1505.25,801.48,699.73,805.52
583,1504.83,799.21,699.55,805.28
584,1505.6,797.23,700.16,805.44
585,1505.9499999999998,797.87,700.27,805.68
586,1505.29,798.36,700.09,805.2
587,1505.42,796.18,700.64,804.78
588,1505.24,794.87,700.29,804.95
589,1505.56,793.76,700.24,805.32
590,1504.78,792.1,699.88,804.9
591,1504.06,787.19,699.27,804.79
592,1505.38,785.93,700.14,805.24
593,1505.53,786.54,700.11,805.42
594,1505.4,783.73,699.48,805.92
595,1505.48,784.31,700.14,805.34
596,1504.48,780.72,699.32,805.16
597,1505.15,777.5,699.45,805.7
598,1505.63,781.02,700.36,805.27
599,1504.5,777.31,699.2,805.3
600,1505.81,776.47,700.42,805.39
601,1505.35,777.54,700.44,804.91
602,1505.01,775.46,699.73,805.28
603,1505.17,775.6,699.86,805.31
604,1504.8,770.62,699.28,805.52
605,1506.04,771.59,700.33,805.71
606,1505.4,771.7,700.03,805.37
607,1504.71,768.56,699.76,804.95
608,1505.28,767.7,699.8,805.48
609,1505.5900000000001,768.01,699.94,805.65
610,1505.24,763.16,699.27,805.97
611,1505.4,760.14,700.12,805.28
612,1505.52,764.7,700.0,805.52
613,1505.68,762.14,699.98,805.7
614,1504.76,760.95,699.24,805.52
615,1505.81,756.94,700.41,805.4
616,1505.72,757.24,700.07,805.65
617,1504.53,755.41,699.68,804.85
618,1505.54,752.35,699.94,805.6
619,1506.49,754.42,700.52,805.97
620,1505.48,753.39,699.95,805.53
621,1504.6799999999998,751.41,699.56,805.12
622,1505.28,749.07,700.3,804.98
623,1494.13,787.98,699.93,794.2
624,1505.29,804.89,699.93,805.36
625,1505.29,804.89,699.93,805.36
626,1505.29,804.89,699.93,805.36
627,1505.29,804.89,699.93,805.36
628,1505.29,804.89,699.93,805.36
629,1505.29,804.89,699.93,805.36
630,1505.29,804.89,699.93,805.36
631,1505.29,804.89,699.93,805.36
632,1505.29,804.89,699.93,805.36
633,1505.29,804.89,699.93,805.36
634,1505.29,804.89,699.93,805.36
635,1505.29,804.89,699.93,805.36
636,1505.29,804.89,699.93,805.36
637,1505.29,804.89,699.93,805.36
638,1505.29,804.89,699.93,805.36
639,1505.29,804.89,699.93,805.36
640,1505.29,804.89,699.93,805.36
641,1505.29,804.89,699.93,805.36
642,1505.29,804.89,699.93,805.36
643,1505.29,804.89,699.93,805.36
644,1505.29,804.89,699.93,805.36
645,1505.29,804.89,699.93,805.36
646,1505.29,804.89,699.93,805.36
647,1505.29,804.89,699.93,805.36
648,1505.29,804.89,699.93,805.36
649,1505.29,804.89,699.93,805.36
650,1505.29,804.89,699.93,805.36
651,1505.29,804.89,699.93,805.36
652,1505.29,804.89,699.93,805.36
653,1505.29,804.89,699.93,805.36
654,1505.29,804.89,699.93,805.36
655,1505.29,804.89,699.93,805.36
656,1505.29,804.89,699.93,805.36
657,1505.29,804.89,699.93,805.36
658,1505.29,804.89,699.93,805.36
659,1505.29,804.89,699.93,805.36
660,1505.29,804.89,699.93,805.36
661,1505.29,804.89,699.93,805.36
662,1505.29,804.89,699.93,805.36
663,1505.29,804.89,699.93,805.36
664,1505.29,804.89,699.93,805.36
665,1505.29,804.89,699.93,805.36
666,1505.29,804.89,699.93,805.36
667,1505.29,804.89,699.93,805.36
668,1505.29,804.89,699.93,805.36
669,1505.29,804.89,699.93,805.36
670,1505.29,804.89,699.93,805.36
671,1505.29,804.89,699.93,805.36
672,1505.29,804.89,699.93,805.36
673,1505.29,804.89,699.93,805.36
674,1505.29,804.89,699.93,805.36
675,1505.29,804.89,699.93,805.36
676,1505.29,804.89,699.93,805.36
677,1505.29,804.89,699.93,805.36
678,1505.29,804.89,699.93,805.36
679,1505.29,804.89,699.93,805.36
680,1505.29,804.89,699.93,805.36
681,1505.29,804.89,699.93,805.36
682,1505.29,804.89,699.93,805.36
683,1505.29,804.89,699.93,805.36
684,1505.29,804.89,699.93,805.36
685,1505.29,804.89,699.93,805.36
686,1505.29,804.89,699.93,805.36
687,1505.29,804.89,699.93,805.36
688,1505.29,804.89,699.93,805.36
689,1505.29,804.89,699.93,805.36
690,1505.29,804.89,699.93,805.36
691,1505.29,804.89,699.93,805.36
692,1505.29,804.89,699.93,805.36
693,1505.29,804.89,699.93,805.36
694,1505.29,804.89,699.93,805.36
695,1505.29,804.89,699.93,805.36
696,1505.29,804.89,699.93,805.36
697,1505.29,804.89,699.93,805.36
698,1505.29,804.89,699.93,805.36
699,1505.29,804.89,699.93,805.36
700,1505.29,804.89,699.93,805.36
701,1505.29,804.89,699.93,805.36
702,1505.29,804.89,699.93,805.36
703,1505.29,804.89,699.93,805.36
704,1505.29,804.89,699.93,805.36
705,1505.29,804.89,699.93,805.36
706,1505.29,804.89,699.93,805.36
707,1505.29,804.89,699.93,805.36
